text,category,sentiment,priority,cleaned_text
I am very unhappy with the service I received,complaint,negative,medium,unhappy service received
What are the specifications of your premium plan Thank you in advance.,product_inquiry,positive,low,specifications premium plan thank advance
My order has not arrived after 2 weeks This is urgent.,shipping,negative,high,order arrived weeks urgent
I am considering switching to a competitor I have been waiting for days.,complaint,neutral,medium,considering switching competitor waiting days
The feature is not working as expected I am very frustrated.,technical_support,neutral,high,feature working expected frustrated
My account has been locked out This is urgent.,account,neutral,high,account locked urgent
Thank you for resolving my issue so quickly I am very frustrated.,feedback,neutral,medium,thank resolving issue quickly frustrated
What are the specifications of your premium plan,product_inquiry,neutral,medium,specifications premium plan
Overall great experience but the loading is a bit slow I am very frustrated.,feedback,neutral,low,overall great experience loading bit slow frustrated
Your agent was extremely rude and unhelpful Can someone assist me?,complaint,negative,high,agent extremely rude unhelpful assist
How do I initiate a return for a damaged item This is urgent.,returns,negative,medium,initiate return damaged item urgent
I can't update my credit card information I have been waiting for days.,billing,negative,urgent,update credit card information waiting days
I can't update my credit card information Can someone assist me?,billing,neutral,medium,update credit card information assist
My bank account shows a charge but no confirmation Can someone assist me?,billing,negative,medium,bank account shows charge confirmation assist
I want to cancel my subscription and get a refund,billing,negative,high,want cancel subscription refund
